Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ26,13.5,Regular,0.068256316,Foods,60.9562,OUT017,2007,Unknown,Tier 2,Supermarket Type1,533.3058
NCK17,12.857645184136183,Non-Edible,0.06613202877895127,Non-Consumable,40.348,OUT019,1985,Small,Tier 1,Grocery Store,79.896
FDO46,12.857645184136183,Regular,0.014143673,Foods,187.3872,OUT027,1985,Medium,Tier 3,Supermarket Type3,2836.308
FDW50,13.1,Low Fat,0.075563757,Foods,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896
FDD29,12.15,Low Fat,0.018439138,Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
FDU26,12.857645184136183,Regular,0.07462029099999999,Foods,120.1782,OUT019,1985,Small,Tier 1,Grocery Store,357.5346
FDX04,12.857645184136183,Regular,0.041370245,Foods,46.2376,OUT027,1985,Medium,Tier 3,Supermarket Type3,814.9392
FDH31,12.857645184136183,Regular,0.020312313999999998,Foods,98.1042,OUT027,1985,Medium,Tier 3,Supermarket Type3,2777.7176
FDJ45,12.857645184136183,Low Fat,0.12853255800000002,Foods,34.2216,OUT019,1985,Small,Tier 1,Grocery Store,173.108
FDX55,15.1,Low Fat,0.055195460999999994,Foods,216.1166,OUT035,2004,Small,Tier 2,Supermarket Type1,5007.4818
FDR02,16.7,Low Fat,0.022065676,Foods,110.5886,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
NCP55,14.65,Non-Edible,0.011212719,Non-Consumable,55.6614,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1049.9666
FDT28,13.3,Low Fat,0.063925726,Foods,151.8708,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1655.1788
NCJ06,20.1,Non-Edible,0.034848629,Non-Consumable,118.6782,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2502.7422
FDF08,14.3,Regular,0.06613202877895127,Foods,89.8856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696
FDT21,7.42,Low Fat,0.02050719,Foods,249.7092,OUT017,2007,Unknown,Tier 2,Supermarket Type1,7719.2852
FDK22,12.857645184136183,Low Fat,0.025960174,Foods,214.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.855
DRJ11,9.5,Low Fat,0.085020342,Drinks,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848
FDH27,7.075,Low Fat,0.097660814,Foods,141.8128,OUT010,1998,Unknown,Tier 3,Grocery Store,143.8128
FDU52,12.857645184136183,Low Fat,0.111654545,Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDK50,7.96,Low Fat,0.06613202877895127,Foods,160.7894,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3235.788
DRJ01,6.135,Low Fat,0.115265695,Drinks,160.5236,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2094.6068
FDC21,14.6,Regular,0.043133816,Foods,109.7254,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.1524
FDX39,14.3,Regular,0.049676157,Foods,212.4586,OUT046,1997,Small,Tier 1,Supermarket Type1,3799.0548
NCY54,12.857645184136183,Non-Edible,0.17683435100000003,Non-Consumable,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
FDD58,12.857645184136183,Low Fat,0.103918113,Foods,100.67,OUT019,1985,Small,Tier 1,Grocery Store,399.48
FDW12,8.315,Regular,0.035644325,Foods,147.1444,OUT045,2002,Unknown,Tier 2,Supermarket Type1,870.8664
DRE01,10.1,Low Fat,0.279783532,Drinks,241.8512,OUT010,1998,Unknown,Tier 3,Grocery Store,484.7024
FDT16,9.895,Regular,0.048738014,Foods,262.1278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904.917
FDC16,11.5,Regular,0.020686161,Foods,85.054,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1731.08
FDK52,18.25,Low Fat,0.07934200599999999,Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
FDS23,4.635,Low Fat,0.14088911099999998,Foods,127.0994,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.491
FDI41,18.5,Regular,0.06224514900000001,Foods,145.8418,OUT035,2004,Small,Tier 2,Supermarket Type1,5591.3884
FDG33,5.365,Regular,0.140811559,Foods,173.5764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2061.3168
NCM31,6.095,Non-Edible,0.08152738,Non-Consumable,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
NCY53,12.857645184136183,Non-Edible,0.058198140999999995,Non-Consumable,110.4544,OUT027,1985,Medium,Tier 3,Supermarket Type3,4250.4672
FDY55,16.75,Low Fat,0.081446638,Foods,257.0988,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424.97
FDQ21,21.25,Low Fat,0.019462623000000002,Foods,120.8756,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1575.2828
NCD18,12.857645184136183,Non-Edible,0.072317217,Non-Consumable,230.2668,OUT027,1985,Medium,Tier 3,Supermarket Type3,8062.838000000001
FDV09,12.1,Low Fat,0.020684919,Foods,148.5734,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1336.2606
FDI19,15.1,Low Fat,0.087604871,Foods,242.2512,OUT010,1998,Unknown,Tier 3,Grocery Store,484.7024
FDY47,8.6,Regular,0.06613202877895127,Foods,131.531,OUT049,1999,Medium,Tier 1,Supermarket Type1,2466.7889999999998
DRH37,17.6,Low Fat,0.041681059,Drinks,164.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315.6208
NCL19,15.35,Non-Edible,0.015676231000000002,Non-Consumable,144.047,OUT046,1997,Small,Tier 1,Supermarket Type1,286.29400000000004
DRI11,8.26,Low Fat,0.034397781,Drinks,115.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,2073.3012
NCC19,6.57,Non-Edible,0.096880574,Non-Consumable,191.482,OUT046,1997,Small,Tier 1,Supermarket Type1,5020.1320000000005
FDS01,11.6,Low Fat,0.017817285,Foods,177.0686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422.1488
FDX31,20.35,Regular,0.014909465,Foods,232.3958,OUT017,2007,Unknown,Tier 2,Supermarket Type1,6076.0908
NCL55,12.15,Non-Edible,0.06613202877895127,Non-Consumable,254.90400000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,4048.0640000000003
FDW16,17.35,Regular,0.041439718,Foods,93.7804,OUT013,1987,High,Tier 3,Supermarket Type1,2848.2924
FDT49,7.0,Low Fat,0.15140558699999998,Foods,107.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.0320000000002
FDW13,8.5,Low Fat,0.097803261,Foods,50.5324,OUT013,1987,High,Tier 3,Supermarket Type1,882.8508
NCG30,12.857645184136183,Non-Edible,0.196659953,Non-Consumable,125.8046,OUT019,1985,Small,Tier 1,Grocery Store,249.0092
FDC14,14.5,Regular,0.041313203,Foods,42.0454,OUT049,1999,Medium,Tier 1,Supermarket Type1,377.5086
FDS15,9.195,Regular,0.13065744199999998,Foods,106.4596,OUT010,1998,Unknown,Tier 3,Grocery Store,215.7192
FDS32,17.75,Regular,0.029700017999999998,Foods,140.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1404.838
FDE09,8.775,Low Fat,0.06613202877895127,Foods,111.3228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.7964
FDM12,16.7,Regular,0.070312473,Foods,189.6214,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2826.321
FDT57,15.2,Low Fat,0.019064377,Foods,238.2248,OUT049,1999,Medium,Tier 1,Supermarket Type1,3555.3720000000003
FDM32,20.5,Low Fat,0.020605032,Foods,91.083,OUT046,1997,Small,Tier 1,Supermarket Type1,539.298
NCS38,12.857645184136183,Non-Edible,0.06613202877895127,Non-Consumable,115.2176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030.6584
NCW30,5.21,Non-Edible,0.011072173000000001,Non-Consumable,257.8962,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4402.9354
FDD21,10.3,Regular,0.06613202877895127,Foods,115.7176,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1717.764
FDH35,18.25,Low Fat,0.060342304000000006,Foods,165.9526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1644.526
NCX17,21.25,Non-Edible,0.113833823,Non-Consumable,232.83,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1398.18
NCI29,8.6,Non-Edible,0.032615377,Non-Consumable,142.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078
FDL24,10.3,Regular,0.024935297000000002,Foods,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966.1706
FDI46,9.5,Low Fat,0.07434526799999999,Foods,251.9724,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
DRQ35,9.3,Low Fat,0.042283454000000005,Drinks,125.4388,OUT035,2004,Small,Tier 2,Supermarket Type1,3715.164
FDM04,9.195,Regular,0.047387144000000006,Foods,50.8666,OUT017,2007,Unknown,Tier 2,Supermarket Type1,871.5322
NCJ17,7.68,Non-Edible,0.152865879,Non-Consumable,84.9224,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1619.2256
NCJ18,12.857645184136183,Non-Edible,0.163148041,Non-Consumable,116.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.8348
DRF13,12.1,Low Fat,0.02984176,Drinks,144.4444,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3628.61
FDB39,11.6,Low Fat,0.038511676,Foods,57.7272,OUT035,2004,Small,Tier 2,Supermarket Type1,503.3448
FDT52,9.695,Regular,0.04762278599999999,Foods,246.2144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.216
FDT60,12.0,Low Fat,0.07554831,Foods,121.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDM34,19.0,Low Fat,0.067447572,Foods,132.9626,OUT046,1997,Small,Tier 1,Supermarket Type1,1967.4389999999999
FDY27,6.38,Low Fat,0.03187163,Foods,179.5344,OUT013,1987,High,Tier 3,Supermarket Type1,4103.9912
FDP08,20.5,Regular,0.112638016,Foods,195.5478,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3874.9559999999997
FDP59,12.857645184136183,Regular,0.056192276,Foods,103.1648,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312
FDQ11,5.695,Regular,0.06797671,Foods,257.4988,OUT018,2009,Medium,Tier 3,Supermarket Type2,3083.9856
FDV01,19.2,Regular,0.142189843,Foods,153.8314,OUT010,1998,Unknown,Tier 3,Grocery Store,155.1314
FDX31,20.35,Regular,0.014813268000000001,Foods,234.9958,OUT013,1987,High,Tier 3,Supermarket Type1,5842.395
NCX54,9.195,Non-Edible,0.080442371,Non-Consumable,107.7622,OUT010,1998,Unknown,Tier 3,Grocery Store,105.8622
DRC12,17.85,Low Fat,0.03781972,Drinks,191.6188,OUT035,2004,Small,Tier 2,Supermarket Type1,2475.4444
FDU11,12.857645184136183,Low Fat,0.092145264,Foods,120.7098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8038
NCB30,14.6,Non-Edible,0.025702994,Non-Consumable,199.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
FDS27,10.195,Regular,0.012483408,Foods,195.41099999999997,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2749.7540000000004
FDX16,17.85,Low Fat,0.06613202877895127,Foods,148.005,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCL53,7.5,Non-Edible,0.036204764,Non-Consumable,176.1028,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308
NCZ30,6.59,Non-Edible,0.026238087,Non-Consumable,121.6098,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2410.196
FDB15,10.895,Low Fat,0.137584599,Foods,262.2568,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3954.8520000000003
FDY51,12.857645184136183,Low Fat,0.080741927,Foods,220.8798,OUT027,1985,Medium,Tier 3,Supermarket Type3,6170.6344
NCT18,14.6,Non-Edible,0.059741172,Non-Consumable,179.6976,OUT017,2007,Unknown,Tier 2,Supermarket Type1,5070.7328
FDL32,12.857645184136183,Regular,0.214423791,Foods,111.6544,OUT019,1985,Small,Tier 1,Grocery Store,335.5632
FDK46,9.6,Low Fat,0.051677050999999995,Foods,258.062,OUT018,2009,Medium,Tier 3,Supermarket Type2,2856.282
FDI22,12.857645184136183,Low Fat,0.16845554899999998,Foods,211.0612,OUT019,1985,Small,Tier 1,Grocery Store,418.1224
FDF21,10.3,Regular,0.06613202877895127,Foods,189.053,OUT045,2002,Unknown,Tier 2,Supermarket Type1,5313.084
FDR34,17.0,Regular,0.016055615,Foods,228.4352,OUT017,2007,Unknown,Tier 2,Supermarket Type1,8245.2672
FDJ50,8.645,Low Fat,0.021619563999999997,Foods,50.6982,OUT049,1999,Medium,Tier 1,Supermarket Type1,736.3748
FDC34,16.0,Regular,0.173027688,Foods,155.2972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3583.3356
FDW51,6.155,Regular,0.09504547599999999,Foods,213.456,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672
FDR28,13.85,Regular,0.025891587999999997,Foods,165.12099999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,2936.178
FDV60,12.857645184136183,Regular,0.205484395,Foods,198.011,OUT019,1985,Small,Tier 1,Grocery Store,392.82199999999995
FDI45,13.1,Low Fat,0.037793818,Foods,173.8054,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2801.6864
NCB30,12.857645184136183,Non-Edible,0.045002624000000005,Non-Consumable,196.5084,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
DRO59,11.8,Low Fat,0.054460571,Drinks,77.0012,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2277.036
FDU12,15.5,Regular,0.075736746,Foods,265.5568,OUT035,2004,Small,Tier 2,Supermarket Type1,4482.1656
NCX18,14.15,Non-Edible,0.014719325,Non-Consumable,196.91099999999997,OUT010,1998,Unknown,Tier 3,Grocery Store,392.82199999999995
NCH30,12.857645184136183,Non-Edible,0.066828857,Non-Consumable,114.186,OUT027,1985,Medium,Tier 3,Supermarket Type3,1924.162
FDE11,12.857645184136183,Regular,0.23653561,Foods,184.1924,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
FDE32,20.7,Low Fat,0.04903471,Foods,39.9506,OUT017,2007,Unknown,Tier 2,Supermarket Type1,872.8638
FDP25,15.2,Low Fat,0.035497039,Foods,216.7824,OUT010,1998,Unknown,Tier 3,Grocery Store,436.7648
NCM29,11.5,Non-Edible,0.017638893,Non-Consumable,132.7626,OUT035,2004,Small,Tier 2,Supermarket Type1,2885.5772
FDQ21,21.25,Low Fat,0.01945343,Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1454.1072
FDN24,14.1,Low Fat,0.11326743,Foods,54.5956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.3164
DRY23,9.395,Regular,0.10971346400000001,Drinks,41.3112,OUT017,2007,Unknown,Tier 2,Supermarket Type1,255.6672
FDW04,12.857645184136183,Regular,0.06613202877895127,Foods,130.531,OUT027,1985,Medium,Tier 3,Supermarket Type3,5582.733
FDM01,7.895,Regular,0.094952408,Foods,101.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1332.9316
NCW29,14.0,Non-Edible,0.029026218,Non-Consumable,131.33100000000002,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3635.268
FDG33,5.365,Regular,0.140123575,Foods,172.0764,OUT013,1987,High,Tier 3,Supermarket Type1,2748.4224
FDV51,16.35,Low Fat,0.03272295,Foods,165.7842,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1823.6262
NCQ18,15.75,Non-Edible,0.13583682800000002,Non-Consumable,100.37,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1298.31
NCL53,7.5,Non-Edible,0.036382524,Non-Consumable,177.9028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
FDQ39,14.8,Low Fat,0.06613202877895127,Foods,189.3846,OUT013,1987,High,Tier 3,Supermarket Type1,4777.115
FDF46,7.07,Low Fat,0.09420101800000001,Foods,115.8834,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1036.6506
NCA06,20.5,Non-Edible,0.143506376,Non-Consumable,34.719,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.9989999999999
FDV26,12.857645184136183,Regular,0.13334711900000001,Foods,193.0794,OUT019,1985,Small,Tier 1,Grocery Store,975.3969999999999
FDJ04,18.0,Low Fat,0.124428516,Foods,119.9124,OUT035,2004,Small,Tier 2,Supermarket Type1,948.0992
FDE28,9.5,Regular,0.221856492,Foods,231.8668,OUT010,1998,Unknown,Tier 3,Grocery Store,230.3668
NCZ29,15.0,Non-Edible,0.07131206400000001,Non-Consumable,125.7362,OUT013,1987,High,Tier 3,Supermarket Type1,3020.0688
FDW43,20.1,Regular,0.022425236,Foods,226.3036,OUT046,1997,Small,Tier 1,Supermarket Type1,910.8144
FDZ49,11.0,Regular,0.133352623,Foods,219.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,2644.5576
NCJ05,18.7,Non-Edible,0.046079558,Non-Consumable,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,1982.0866
NCP29,12.857645184136183,Non-Edible,0.06613202877895127,Non-Consumable,64.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278.336
FDS16,15.15,Regular,0.066446521,Foods,147.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,732.38
FDZ45,14.1,Low Fat,0.066979957,Foods,196.7084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3174.5344
NCP29,8.42,Non-Edible,0.187918654,Non-Consumable,65.4168,OUT010,1998,Unknown,Tier 3,Grocery Store,127.8336
FDZ58,12.857645184136183,Low Fat,0.051924192,Foods,121.0072,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
FDV55,12.857645184136183,Low Fat,0.054806734,Foods,145.1444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3918.8988
NCV53,8.27,Non-Edible,0.018813601,Non-Consumable,237.988,OUT046,1997,Small,Tier 1,Supermarket Type1,7190.64
FDV47,12.857645184136183,Low Fat,0.094910421,Foods,84.5566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698
FDD45,8.615,Low Fat,0.116722514,Foods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,567.2616
FDP26,12.857645184136183,Low Fat,0.244338986,Foods,105.9306,OUT019,1985,Small,Tier 1,Grocery Store,209.0612
DRD37,9.8,Low Fat,0.013863257,Drinks,45.106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1398.18
FDT09,12.857645184136183,Regular,0.021471456,Foods,131.0284,OUT019,1985,Small,Tier 1,Grocery Store,131.8284
FDM03,12.857645184136183,Low Fat,0.06613202877895127,Foods,109.1938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.6822
FDW09,13.65,Regular,0.026067434,Foods,78.8302,OUT017,2007,Unknown,Tier 2,Supermarket Type1,713.0718
FDX10,6.385,Regular,0.123710526,Foods,37.1874,OUT046,1997,Small,Tier 1,Supermarket Type1,247.0118
FDZ60,20.5,Low Fat,0.11954738699999999,Foods,108.9596,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298
FDM58,16.85,Regular,0.07969040299999999,Foods,113.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,2908.2144
FDV32,7.785,Low Fat,0.088691614,Foods,61.851000000000006,OUT035,2004,Small,Tier 2,Supermarket Type1,1454.773
FDU07,12.857645184136183,Low Fat,0.10478432900000001,Foods,150.4366,OUT019,1985,Small,Tier 1,Grocery Store,151.1366
FDS51,12.857645184136183,Low Fat,0.032024659,Foods,62.7194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.582
NCT17,10.8,Non-Edible,0.041950753,Non-Consumable,190.0214,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2449.4782
FDA01,15.0,Regular,0.091018048,Foods,60.2904,OUT010,1998,Unknown,Tier 3,Grocery Store,117.1808
FDW25,5.175,Low Fat,0.037398953,Foods,84.2224,OUT046,1997,Small,Tier 1,Supermarket Type1,852.2239999999999
FDS01,11.6,Low Fat,0.017845371999999998,Foods,179.0686,OUT017,2007,Unknown,Tier 2,Supermarket Type1,5688.5952
NCV18,6.775,Non-Edible,0.10545930699999999,Non-Consumable,84.625,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2496.75
FDZ04,9.31,Low Fat,0.038032067999999995,Foods,61.351000000000006,OUT045,2002,Unknown,Tier 2,Supermarket Type1,822.263
DRN59,15.0,Low Fat,0.064504433,Drinks,47.306000000000004,OUT017,2007,Unknown,Tier 2,Supermarket Type1,652.484
FDD36,13.3,Low Fat,0.021306635,Foods,119.8124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984
FDT56,16.0,Regular,0.116063284,Foods,59.1246,OUT018,2009,Medium,Tier 3,Supermarket Type2,753.0198
FDP09,12.857645184136183,Low Fat,0.059336763,Foods,212.1902,OUT019,1985,Small,Tier 1,Grocery Store,424.7804
FDA33,6.48,Low Fat,0.034091649,Foods,146.2076,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2364.9216
FDH14,12.857645184136183,Regular,0.081955735,Foods,142.0838,OUT019,1985,Small,Tier 1,Grocery Store,280.9676
NCF18,12.857645184136183,Non-Edible,0.088551694,Non-Consumable,191.5504,OUT027,1985,Medium,Tier 3,Supermarket Type3,5944.2624
FDF59,12.5,Low Fat,0.071230537,Foods,128.102,OUT035,2004,Small,Tier 2,Supermarket Type1,885.5139999999999
FDC29,8.39,Regular,0.024185517000000004,Foods,115.7176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
FDD32,17.7,Regular,0.041163522,Foods,80.8276,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1868.2348
FDZ08,12.5,Regular,0.06613202877895127,Foods,80.8592,OUT010,1998,Unknown,Tier 3,Grocery Store,82.5592
FDT21,12.857645184136183,Low Fat,0.06613202877895127,Foods,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392
FDM33,15.6,Low Fat,0.08771969199999999,Foods,218.5798,OUT046,1997,Small,Tier 1,Supermarket Type1,4407.596
NCK07,10.65,Non-Edible,0.048677482,Non-Consumable,166.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.7889999999998
NCL41,12.35,Non-Edible,0.041907648,Non-Consumable,36.2216,OUT018,2009,Medium,Tier 3,Supermarket Type2,346.216
FDZ36,6.035,Regular,0.065783783,Foods,188.22400000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,5779.144
FDW51,6.155,Regular,0.094807042,Foods,213.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,3835.008
FDS47,16.75,Low Fat,0.128778474,Foods,89.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1581.9408
FDV02,16.75,Low Fat,0.060668415999999996,Foods,172.4106,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2908.8802
NCU18,15.1,Non-Edible,0.056067524,Non-Consumable,139.8496,OUT018,2009,Medium,Tier 3,Supermarket Type2,1270.3464
NCX17,21.25,Non-Edible,0.114066204,Non-Consumable,233.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72
FDI12,9.395,Regular,0.10039894,Foods,89.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.8560000000001
DRH51,17.6,Low Fat,0.097135675,Drinks,89.3856,OUT013,1987,High,Tier 3,Supermarket Type1,1318.2839999999999
NCP30,12.857645184136183,Non-Edible,0.032610007,Non-Consumable,37.4822,OUT027,1985,Medium,Tier 3,Supermarket Type3,942.7728
FDG08,13.15,Regular,0.165616415,Foods,172.6764,OUT049,1999,Medium,Tier 1,Supermarket Type1,2061.3168
FDX35,5.035,Regular,0.06613202877895127,Foods,228.2036,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.7756
FDY26,12.857645184136183,Regular,0.030362777,Foods,210.5244,OUT027,1985,Medium,Tier 3,Supermarket Type3,6775.1808
NCM43,12.857645184136183,Non-Edible,0.03409886,Non-Consumable,162.621,OUT019,1985,Small,Tier 1,Grocery Store,815.605
NCZ54,12.857645184136183,Non-Edible,0.145951533,Non-Consumable,160.9552,OUT019,1985,Small,Tier 1,Grocery Store,162.4552
FDO16,5.48,Low Fat,0.015138833999999999,Foods,81.925,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3079.325
FDR22,19.35,Regular,0.031069992999999997,Foods,112.0544,OUT010,1998,Unknown,Tier 3,Grocery Store,223.7088
FDJ16,9.195,Low Fat,0.11553548699999999,Foods,59.5246,OUT017,2007,Unknown,Tier 2,Supermarket Type1,810.9444
FDT47,5.26,Regular,0.02454694,Foods,95.7068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166.4816
FDZ23,12.857645184136183,Regular,0.067175915,Foods,187.12400000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48
NCB31,6.235,Non-Edible,0.11867435900000001,Non-Consumable,261.691,OUT046,1997,Small,Tier 1,Supermarket Type1,3155.8920000000003
FDM15,11.8,Regular,0.057421582,Foods,149.9366,OUT046,1997,Small,Tier 1,Supermarket Type1,1662.5026
FDX27,20.7,Regular,0.114022125,Foods,92.9436,OUT013,1987,High,Tier 3,Supermarket Type1,2174.5028
NCS54,13.6,Non-Edible,0.010033871,Non-Consumable,177.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.681
NCJ30,5.82,Non-Edible,0.080765853,Non-Consumable,169.179,OUT049,1999,Medium,Tier 1,Supermarket Type1,2037.348
FDD58,7.76,Low Fat,0.05930285,Foods,98.77,OUT013,1987,High,Tier 3,Supermarket Type1,1697.79
DRJ23,18.35,Low Fat,0.041753387,Drinks,187.6872,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2836.308
FDS14,7.285,Low Fat,0.050065211,Foods,157.4288,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2042.6744
FDR27,15.1,Regular,0.096020459,Foods,133.7942,OUT013,1987,High,Tier 3,Supermarket Type1,2384.8956
FDT49,7.0,Low Fat,0.15202235,Foods,106.62799999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,639.168
FDX26,12.857645184136183,Low Fat,0.08738330400000001,Foods,180.4292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4013.4424
NCW53,18.35,Non-Edible,0.03066757,Non-Consumable,193.4162,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2116.5782
FDS19,13.8,Regular,0.06613202877895127,Foods,74.3012,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1669.8264
DRF15,18.35,Low Fat,0.03321399,Drinks,154.934,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.072
DRH01,12.857645184136183,Low Fat,0.097429924,Drinks,172.8738,OUT027,1985,Medium,Tier 3,Supermarket Type3,3649.2498
FDJ12,8.895,Regular,0.039120291,Foods,206.8296,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4154.592000000001
NCE42,12.857645184136183,Non-Edible,0.01055095,Non-Consumable,234.9958,OUT027,1985,Medium,Tier 3,Supermarket Type3,13086.9648
DRL37,15.5,Low Fat,0.053480419,Drinks,42.376999999999995,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1211.756
FDJ36,14.5,Regular,0.128520186,Foods,101.4332,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1948.1308
NCH18,12.857645184136183,Non-Edible,0.044444955999999994,Non-Consumable,245.2802,OUT027,1985,Medium,Tier 3,Supermarket Type3,10072.8882
